date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-09-03,El Dorado,KS,1000 N Main St,,,,,,,"for abortion rights, for women's rights, against amendment to state constitution that would allow laws banning abortion",1,rally,,,,,,,,,,every Sunday; unclear when it started; our coverage starts 7/17/22,,https://www.butlercountytimesgazette.com/2022/07/16/vote-no-group-rallies-in-augusta/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Houston,TX,Greenway Plaza,Saving Israeli Democracy,,,,UnXeptable,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government",0,demonstration,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1697220415968477689,https://www.facebook.com/events/945480949877340/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Las Vegas,NV,The Venetian Las Vegas,Saving Israeli Democracy,,,,UnXeptable,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government",0,demonstration,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1697220415968477689,https://www.facebook.com/events/281949561207516/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Little Compton,RI,Town Green,,,,,Sakonnet Peace Alliance,,"for peace, for gun control, for climate action",1,vigil,,,,,,,,,,every Sunday since 2003,,https://ecori.org/hardy-little-compton-alliance-has-held-outdoor-vigils-every-sunday-for-the-past-20-years/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Los Angeles,CA,11766 Wilshire Blvd,Saving Israeli Democracy,count pic,40,50,UnXeptable,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government, Israel flag, American flag, occupation destroys democracy, saving Israeli democracy, no democracy with occupation",0,demonstration,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1697220415968477689,https://www.facebook.com/events/1276124376604529/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Manchester,CT,,,,,,Patriot Front,,"for white supremacy, for patriotism, for the nation against the state, better dead than red, to ourselves and our posterity",2,demonstration,,stencils,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Mankato,MN,,,,,,Peace Vigil Mankato,,for peace,0,vigil,,,,,,,,,,every Sunday since 2001,,https://www.mankatofreepress.com/news/local_news/coming-sunday-weekly-vigil-promotes-peace/article_56859594-a97a-11ed-b810-53576c395f5b.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Milford,CT,,,,,,Patriot Front,,"for white supremacy, for patriotism, better dead than red, reclaim America",2,demonstration,,stencils,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Nashua,NH,Soldiers and Sailors Monument,Freedom Rally,,,,,,"against coronavirus mask and vaccination mandates, for freedom, for patriotism",2,protest,,,,,,,,,,every Sunday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,New Haven,CT,"Sterling Memorial Library, Yale University",,count pic,30,35,UnXeptable; Defend Israeli Democracy - Yale,,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government, Israel flag, Rainbow Pride/Israel flag, irrespective of religion race or gender, saving Israeli democracy, save democracy in Israel, save Israel's democracy",0,demonstration,,,,,,,,,,,,https://twitter.com/IsraeliDefend/status/1698629180412326030,https://twitter.com/KaminskiMed/status/1698689218497712430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,New York,NY,"Museum of Chinese in America, 215 Centre St",March Against Displacement and Racist Violence,,,,Youth Against Displacement,,"in solidarity with workers at Jing Fong restaurant, against gentrification and displacement from Chinatown, against racism",1,picket,,,,,,,,,,every Thursday thru Sunday,,https://docs.google.com/forms/d/e/1FAIpQLSexLtzOKkZaCS9V-BiKJUeXEUQu0rGczFqAhrC5rBSOW-Qe6w/viewform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Norwich,CT,Cranberry Pond Rd and I-395,,count pic,3,4,Patriot Front,,"for white supremacy, for patriotism, victory or death",2,banner drop,,,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Oak Ridge,TN,Y-12 National Security Complex,,,,,Oak Ridge Environmental Peace Alliance,,for abolishing nuclear weapons,0,vigil,,,,,,,,,,every Sunday since the late 1990s,,https://www.orepa.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Pomona,CA,Holt Ave and Indian Hill Blvd,,count video,50,70,Union of Vendors Association,vendors,"against assault by security guard on street vendor, protect street vendors",0,protest,called to scene,,,,,damaged car,,,,security guard accused of assault returned and drove recklessly around protesters and pepper-sprayed protesters,,https://www.foxla.com/news/street-vendor-fight-pomona-sparks-protest-el-super-grocery-store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Portland,OR,Critical Energy Infrastructure Hub,,count pic,16,20,,,"against Zenith Energy, against exporting fossil fuels from Critical Energy Infrastructure Hub, against expansion of oil-by-rail operations, shut down Zenith Energy",1,demonstration; direct action,,kayak flotilla; three in motorboat dropped anchor and locked boat to oil tanker at dock,,,,,,,,,,https://www.instagram.com/p/CwvYc4nP_OM/,https://www.instagram.com/reel/Cw1pFfJKE_Y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Prescott,AZ,"Yavapai Regional Medical Center West, 1003 Willow Creek Rd",Freedom Rally,,,,Worldwide Rally for Freedom,,"for medical freedom, against vaccination mandates",2,rally,,,,,,,,,,"every Sunday, unclear when it started, we pick it up in March 2023",,https://t.me/USARALLYBOARD/13865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Ridgefield,WA,Pioneer St and I-5,Exit 14 Flag Wave,,,,,,"for freedom, for patriotism",2,demonstration,,,,,,,,,,every Sunday since September 2020,,https://t.me/USARALLYBOARD/14209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Round Rock,TX,"Round Rock Municipal Courthouse, 301 W Baghdad Ave",Hands Off My Body!,,,,,,"against overturning Roe v. Wade, for reproductive rights",1,protest,,,,,,,,,,weekly on Sundays until Roe v. Wade is restored,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,San Francisco,CA,,,,,,BRB,,"for justice for Banko Brown, for queer liberation, against police, against fascism, against liberal counter-insurgency, for anarchism, for communism",1,direct action,,,,,,graffiti on exterior of 3 Walgreens,,,,"date not specified, dating to day before post",,https://www.indybay.org/newsitems/2023/09/04/18858758.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Saratoga Springs,NY,Congress Park,,,,,Saratoga Black Lives Matter,,"in remembrance of Darryl Mount, against police brutality, against racism",1,vigil,,,,,,,,,,vigil was ended early when police showed up in large numbers for robbery at store across street from park,,https://www.news10.com/news/black-lives-matter-vigil-interrupted-by-attempted-robbery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Schaumburg,IL,N Meacham Rd and E Golf Rd,America Uncancelled,,,,Illinois Standing Against Tyranny,,"for patriotism, for freedom, for free speech, against communism",2,demonstration,,,,,,,,,,every Sunday,,https://t.me/illinoisstandingagaintstyranny/660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CU_P39hJaOc/?utm_source=ig_web_copy_link,https://www.fox9.com/video/1273921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Sonora,CA,Courthouse Square,,,,,BLM Peaceful Protest Sonora,,"against racism, against police brutality, against injustice, for love for all",1,protest,,,,,,,,,,every Sunday,,https://twitter.com/RNeck161/status/1487921023412748288,https://www.facebook.com/groups/2556412371354428/,https://twitter.com/ActionSonora/status/1308937277695877123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Southampton,PA,"Southampton Friends Meeting, 710 Gravel Hill Rd",Southampton Meeting Vigil for Justice,,,,Bucks Quakers,,"against racism, against police brutality, for justice",1,vigil,,,,,,,,,,every Sunday,,https://www.quakersbucks.org/events,https://www.pym.org/standing-for-equality-and-justice-in-southampton-an-update/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Southbury,CT,Main St N and Main St S,Rally for Social Justice,count pic,20,25,Justice Southbury,,"against systemic racism, for equal justice for all, for diverse reading materials, affordable housing is justice, love each other / Black Lives Matter, Progress Pride flag, say no to CT LGBTQ+ book banning, my choice not yours what my family reads",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CwxxjYWJiOh/,https://www.instagram.com/p/CwwF-g_tgB5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Springfield,MA,Springfield City Hall,Souls to the Polls,,,,Springfield Divine Nine,,"for voter participation, for voting rights",1,march,,,,,,,,,,,,https://www.westernmassnews.com/2023/09/03/souls-polls-march-takes-place-springfield-city-hall/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Superior,WI,Tower Ave,Drag Me to the Pride Parade,,,,Duluth Superior Pride; Duluth Central Labor Body,elected officials,for LGBTQ+ pride,1,march,,parade,,,,,,,,,,https://www.duluthsuperiorpride.com/,https://twitter.com/NEALC_MN/status/1693993043161219528,https://twitter.com/NorthwoodsWork1/status/1697622511310021092,https://www.fox21online.com/2023/09/03/duluth-superior-pride-weekend-recap/,https://www.northernnewsnow.com/2023/09/04/superior-pride-parade-celebrates-lgbtq-progress/,https://www.duluthnewstribune.com/news/local/drag-performers-organizers-honored-at-superior-parade,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Washington,DC,DC Central Detention Facility,#FreedomCorner,,,,,,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism",2,vigil,,,,,,,,,,nightly since 8 August 2022,,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Washington,DC,Lafayette Square,White House Peace Vigil,,,,,,"for banning nuclear weapons, for peace",0,vigil,,,,,,,,,,"continuous since June 3, 1981",,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/desireejweber/status/1557052880187805696,https://www.the-daily-record.com/story/news/local/2022/11/25/900-days-wayne-blm-sees-more-to-be-done-works-to-start-conversations/69670266007/,https://www.the-daily-record.com/story/news/local/2023/01/07/black-lives-matter-rallies-in-wooster-near-1000-days-as-2023-begins/69784548007/,https://twitter.com/SiavashSamei/status/1624822808097222656,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Aguadilla,PR,,Campamiento Pelicano,,,,Citizens' Victory Movement,,"against illegal construction at historic Muelle de Azúcar, salven Aguadilla paren las maquinas revoquen los permisos [save Aguadilla stop the machines revoke the permits], las playas son del pueblo [the beaches belong to the people]",0,demonstration,,protest encampment,,,,,,,,,,https://twitter.com/Vaquero2XL/status/1610283827099836419,https://twitter.com/Vaquero2XL/status/1620191253060263937,https://twitter.com/Vaquero2XL/status/1620442773550923778,https://twitter.com/latinorebels/status/1623821705662832640,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Aiken,SC,1400 Whiskey Rd,,,,,Women in Black; Moms Demand Action,,"against gun violence, for peace, for gun safety legislation",1,vigil,,,,,,,,,,1st and 3rd Monday of each month,,https://news.yahoo.com/aiken-women-black-moms-demand-235400254.html,https://www.postandcourier.com/aikenstandard/news/local/aiken-women-in-black-and-moms-demand-action-call-for-peace/article_e637da3e-e5c7-11ec-8cfb-67c071a1aa82.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Albuquerque,NM,,Stand for Justice,count video,30,40,New Mexico Crusaders for Justice,murder victims' families,"for justice for families of murder victims, for crime victims' rights, no justice no peace!, kids killing kids, honk 4 justice",0,rally,,,,,,,,,,,,https://www.kob.com/new-mexico/murder-victims-families-rally-with-advocates-for-justice/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Amarillo,TX,Hazelrigg Park,Hazelrigg Peace and Blessings Rally,,,,,residents of the North Heights Neighborhood,"for restoring Hazelrigg Park, for community-building, for investing in local Black-owned businesses",0,rally,,,,,,,,,,,,https://www.amarillo.com/story/news/2023/09/08/rally-held-to-call-attention-to-hazelrigg-park-in-disrepair/70788494007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Athens,GA,Alps Rd and Baxter St,,,,,Indivisible Georgia District 10,,"against racism, against police brutality, for abortion rights, for women's privacy rights, for LGBTQ+ rights",1,protest,,,,,,,,,,every Monday since the death of George Floyd,,https://www.onlineathens.com/story/news/local/2022/07/18/athens-ga-protesters-have-meet-each-week-since-death-george-floyd/10040314002/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Austin,MN,Spam Museum; Main St,,"hundreds; about 1,000",200,1000,UFCW Local 663,,"in commemoration of Labor Day, for fair contract for Hormel workers, for higher pay and better benefits, respect us / protect us / pay us, Hormel! escucha! estamos en la lucha!",0,march,,pre-printed signs; bullhorns,,,,,,,,,,https://www.austindailyherald.com/2023/09/ufcw-members-march-amidst-continued-union-contract-talks-with-hormel/,https://www.kimt.com/news/hormel-workers-march-on-labor-day-for-legacy-better-treatment/article_86042ca2-4b66-11ee-bd22-874a122ea4ef.html,https://www.startribune.com/nearly-four-decades-after-infamous-strike-hormel-workers-in-austin-march-labor-day-better-pay-ufcw/600302006/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Bayport,MN,Minnesota Correctional Facility - Stillwater,,dozens,24,24,Decarcerate MN; Incarcerated Workers Organizing Committee; Minnesota Wrongfully Convicted Judicial Reform,community organizers; former inmates; family members,"against inhumane conditions for inmates at Stillwater Prison, against excessive heat and lack of air conditioning, against lack of access to clean showers and clean water and phones, my dad deserves water, we hear you! we see you! we love you! we're with you!, release Marvin Haynes, justice for Marvin Haynes",0,demonstration,,,,,,,,,,,,https://www.mprnews.org/story/2023/09/04/demonstrators-call-for-investigation-into-conditions-inside-stillwater-state-prison,https://www.cbsnews.com/minnesota/news/protesters-decry-conditions-inside-stillwater-prison-following-sundays-inmate-protest/,https://www.fox9.com/news/protesters-rally-outside-stillwater-prison-after-emergency-lockdown,https://www.startribune.com/officials-prisoner-advocates-say-stillwater-protest-underscores-need-for-staff-solutions/600301992/,https://www.twincities.com/2023/09/04/a-day-after-stillwater-prisoner-protest-family-say-loved-ones-remain-on-lockdown-with-no-communication/,https://kstp.com/kstp-news/top-news/activists-call-for-improved-conditions-after-inmate-protest-at-stillwater-prison/,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Benicia,CA,Iron Workers Local No. 378,Labor Day Breakfast,close to 200,200,200,Napa-Solano Central Labor Council,elected officials,"in commemoration of Labor Day, for labor unions, for workers rights, for $25 minimum wage, for state legislation that would make striking workers eligible for unemployment benefits, for SB 799, against driverless trucks, against re-election of Donald Trump",1,rally,,,,,,,,,,"feat. Barbara Lee; not clear this was public, erring on side of inclus",,https://www.dailyrepublic.com/news/labor-day-event-becomes-rally-for-worker-rights-survival/article_15911dd2-4b56-11ee-9be4-938d7255fb9e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Bloomington,IL,Front St; Miller Park,,thousands,2000,2000,AFL-CIO; University Professionals of Illinois Local 4100; Laborers 362; McLean County Democrats; IBEW Local 197,local laborers; electrical workers; plumbers and pipefitters; teamsters; firefighters; letter carriers; teachers; cement masons; theater stage hands; machinists; steel workers; elected officials,"in commemoration of Labor Day, for workers rights, for labor unions",0,march; rally,,parade,,,,,,,,,,https://pantagraph.com/news/local/laborday-attorneygeneral-parade-unions/article_65461e4e-4b4d-11ee-91e8-37b178cb8310.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Boston,MA,Downtown Crossing,,hundreds,200,200,SAG-AFTRA; Coalition of Black Trade Workers; Independent Socialist Group,union members; elected officials; city and state leaders; advocates,"for higher pay and better benefits for entertainment industry actors, against replacing actors with AI, SAG-AFTRA strong, solidarity forever, when we fight we win",0,rally; march,,pre-printed signs; sound system; marched in street,,,,,,,,"feat. Elizabeth Warren, Ed Markey",,https://whdh.com/news/striking-sag-aftra-members-hold-labor-day-demonstration-in-boston/,https://www.bostonherald.com/2023/09/04/sag-aftra-strikers-rally-in-boston-for-labor-day/,https://www.wcvb.com/article/sag-aftra-march-and-rally-in-boston/44992984,https://www.bostonherald.com/2023/09/05/sag-aftra-march-and-rally-on-labor-day/,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Boston,MA,Massachusetts State House,Perpetual State House Stand-Out for No New Fossil Fuel Infrastructure,,,,Extinction Rebellion Boston,,"for a state ban on construction of new fossil fuel infrastructure, for urgent climate action",1,demonstration,,,,,,,,,,every business day starting 6/5/23 until governor acts,,https://xrboston.org/action/state-house-stand-out-for-nnffi/,https://twitter.com/XRBoston/status/1666138212702486551,https://statehousestandout.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Cambridge,MA,Fayette St and Broadway,,,,,New Federal State of China,,"against Luc Despins and his family, against the Communist Party of China, for patriotism, for democracy in America, against communism",2,demonstration,,,,,,,,,,daily since 2022-11-20; org backed by Miles Guo and Steve Bannon; evidence that some protesters are paid,,https://www.cambridgeday.com/2023/02/02/why-an-exiled-chinese-billionaire-has-protesters-outside-the-home-of-a-cambridge-schoolteacher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Chicago,IL,Kinzie Hotel,,count video,60,80,UNITE HERE! Local 1; Chicago Federation of Labor; Transport Workers Union of America Local 556,hotel workers; labor leaders; employees,"against firing of Kinzie Hotel workers who participated in informational picket, against union busting, for higher pay and better benefits for Kinzie Hotel workers, Kinzie workers locked out",0,protest,,drums; megaphones,,,,,,,,,,https://www.nbcchicago.com/news/local/locked-out-on-labor-day-kinzie-hotel-workers-protest/3220649/,https://abc7chicago.com/chicago-protest-kinzie-hotel-in-hotels/13734690/,https://wgntv.com/news/chicago-news/kinzie-hotel-workers-stage-protest-accuse-business-of-retaliation/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Columbia,SC,South Carolina State House,,,,,South Carolina AFL-CIO; Greater Columbia Central Labor Council; Union of Southern Service Workers,workers,"in commemoration of Labor Day, for workers rights, for labor unions, unionize the South, it's better in a union",0,rally,,,,,,,,,,,,https://www.wltx.com/video/news/local/workers-rally-at-the-state-house-on-labor-day/101-9ff93673-bcb9-42a0-b9dc-77bc29296459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Delmar,NY,"Four Corners, Kenwood Ave and Delaware Ave",,,,,Bethlehem Neighbors for Peace,,"for peace, against war",0,vigil,,,,,,,,,,every Monday since 2003,,https://bethlehemneighborsforpeace.org/about/,https://altamontenterprise.com/03022023/us-peace-activists-should-noy-amplify-voices-kremlin-supporters,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Detroit,MI,Michigan Ave and 6th St; Roosevelt Park,Michigan Labor Day Parade,thousands,2000,2000,United Auto Workers; IBEW Local 58; AFL-CIO; American Federation of Government Employees,union members; labor leaders; elected officials,"in commemoration of Labor Day, for workers rights, for labor unions, proud to be union, end tiers, united for a strong contract, we are UAW!, American flag",0,march; rally,,parade,,,,,,,,feat. Shawn Fain; first since 2019 due to COVID,,https://twitter.com/UAW/status/1698688669874356430,https://www.clickondetroit.com/news/local/2023/09/04/labor-day-parade-returns-to-detroit-after-3-year-hiatus/,https://www.wxyz.com/news/im-ready-to-rumble-uaw-workers-march-at-labor-day-parade-with-strike-looming,https://michiganadvance.com/2023/09/05/thousands-attend-annual-detroit-labor-day-rally-vow-to-fight-for-better-wages-conditions/,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Dexter,MI,,,count pic,2,4,Patriot Front,,"for white supremacy, for patriotism, life liberty victory",2,demonstration,,stencils,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Dover,NH,Central Ave and Indian Brook Drive,Anti-Mandate Rally,,,,,,"against coronavirus mask and vaccination mandates, for freedom, for medical choice",2,rally,,,,,,,,,,every Monday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Duluth,MN,Bayfront Park,Duluth Labor Day Picnic,,,,Northeast Area Labor Council,,"in commemoration of Labor Day, for workers rights",0,rally,,picnic,,,,,,,,,,https://twitter.com/NorthwoodsWork1/status/1697622511310021092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Granite City,IL,Wilson Park,Granite City Labor Day Parade,,,,Greater Madison County Federation of Labor; USW Local 1899; Carpenters Local 664,union members; elected officials,"in commemoration of Labor Day, for workers rights, for labor unions",0,march,,parade,,,,,,,,,,https://www.thetelegraph.com/news/article/smaller-crowds-watch-smaller-labor-day-parade-18346676.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Holladay,UT,,,count pic,3,4,Patriot Front,,"for white supremacy, for patriotism, no more foreign wars, Betsy Ross flag",2,banner drop,,,,,,,,,,"date not specified, so assigning to day before post",,https://t.me/PatriotFrontUpdates/16726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Honolulu,HI,Ilikai Hotel,,dozens,24,24,UNITE HERE! Local 5,employees,"for a fair contract for hospitality workers at Ilikai Hotel, for higher pay, one union one standard, Ilikai Hotel respect workers, what do we want! contract! when do we want it! now!",0,demonstration,,picket; bullhorn,,,,,,,,,,https://www.hawaiinewsnow.com/2023/09/05/demanding-fair-contract-workers-waikiki-hotel-hit-streets-protest/,https://www.youtube.com/watch?v=1d8-L2YkNNQ,https://www.kitv.com/video/news/hotel-workers-rally-at-ilikai-hotel-demand-fair-contract-from-management/video_340891a6-fa98-552b-9dc9-a15c5de472a8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,La Mesa,CA,Harry Griffen Park,,hundreds; about 200; about 300,200,300,SEIU-United Healthcare Workers West; DSA San Diego,healthcare workers; elected officials; labor leaders,"in commemoration of Labor Day, for higher pay and better working conditions for healthcare workers, for safe staffing, patient care is in crisis, united for all, stronger together",0,rally,,,,,,,,,,,,https://twitter.com/DSA_SanDiego/status/1697764557337645122,https://timesofsandiego.com/life/2023/09/02/health-care-workers-plan-labor-day-rally-in-la-mesa/,https://www.10news.com/news/local-news/local-health-care-workers-gather-on-labor-day-to-rally-for-change,https://www.sandiegouniontribune.com/news/health/story/2023-09-04/health-care-workers-labor-day-rally-la-mesa-grossmont,https://www.cbs8.com/article/news/local/healthcare-workers-call-for-better-working-conditions-higher-pay/509-85acf053-be58-4032-b199-d08534b8d720,https://fox5sandiego.com/news/health/healthcare-workers-use-labor-day-rally-to-demand-better-pay-working-conditions/,https://twitter.com/joeorephoto/status/1698889835769917755,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Los Angeles,CA,"Los Feliz Elementary School; Kaiser Permanente Los Angeles Medical Center, 4867 W Sunset Blvd",,hundreds; thousands,200,2000,SEIU-United Healthcare Workers West; DSA-LA; Los Angeles County Federation of Labor; CIR/SEIU; California Faculty Association; UNITE HERE! Local 11; SEIU Local 2015; Writers Guild of America West; SEIU Local 99; SAG-AFTRA,healthcare workers,"in commemoration of Labor Day, against understaffing in health care, for higher pay for healthcare workers, for safe staffing, LA County workers against Kaiser's corporate greed, stop your greed!, respect and value healthcare workers, patient need not corporate greed, I can't afford to live where I work, patients deserve better, our patients need more staff, what do we want! safe staffing! when do we want it! now!, we're fighting for healthcare workers, we'll be back!",0,rally; march; direct action,on scene at Kaiser Permanente in large numbers; helmets and batons; less-lethal munitions; encircled participants in sit-in and formed skirmish lines around them; arrest warnings; cited and released sit-in participants,purple t-shirts and pre-printed signs; truck bed as stage; sound system; marched in street; roughly two dozen held sit-in in roadway in front of Kaiser Permanente building,,,25,,,,,,,https://www.nbclosangeles.com/news/local/thousands-of-health-care-workers-to-march-in-los-feliz-on-labor-day/3217835/,https://twitter.com/jeremotographs/status/1698732267391352996,https://twitter.com/dsa_losangeles/status/1698760905998364800,https://twitter.com/hearinladotcom/status/1698774583023915173,https://www.latimes.com/story/2023-09-04/a-labor-day-demonstration-led-to-the-peaceful-arrest-of-roughly-two-dozen-people-protesting-kaiser-permanentes-labor-practices,https://ktla.com/news/california/23-health-care-workers-arrested-after-protesting-outside-kaiser-permanente-in-hollywood/,https://www.dailynews.com/2023/09/04/health-care-workers-call-for-higher-staffing-salaries-during-labor-day-rally/,https://www.foxla.com/news/workers-to-mark-labor-day-with-rallies-across-la,https://www.cbsnews.com/losangeles/news/25-people-arrested-during-healthcare-workers-march/,https://www.latimes.com/california/story/2023-09-04/healthcare-workers-rally-for-new-contract-with-kaiser-permanente,,,,,,,,,,,,,,,,,,,,
2023-09-04,Louisville,CO,,Louisville Labor Day Parade,count pic,40,50,DSA Fort Collins; CSU YDSA; DSA Denver; Boulder DSA; CU YDSA; Starbucks Workers United,,"in commemoration of Labor Day, for workers rights, for labor unions, worker power, happiness is a union, people over profits, workers create all wealth, smash capitalism",0,march,,parade,,,,,,,,,,https://twitter.com/DSAFortCollins/status/1698791566230392859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Massena,NY,Main St,,,,,Laborers Local 1822; Public Employees Federation: Teamsters; AFGE; IBEW Local 910; AFL-CIO,union members,"in commemoration of Labor Day, for workers rights, for labor unions, American flag",0,march,,,,,,,,,,,,https://www.wwnytv.com/2023/09/04/union-members-march-massena-remember-why-labor-day-is-important/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,Milwaukee,WI,Zeidler Union Square; Henry Maier Festival Grounds,Laborfest,,,,"Milwaukee Area Labor Council, AFL-CIO; CMRJB Local 122",,"in commemoration of Labor Day, for workers rights, for labor unions",0,march; rally,,parade; festival,,,,,,,,,,https://www.jsonline.com/picture-gallery/news/2023/09/04/labor-day-parade-in-milwaukee/70760250007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
