date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-07-15,Columbus,OH,3417 N High St,Occupy for Our Revolution,,,,Our Revolution,,for justice in all its forms,1,demonstration,,,,,,,,,,"every Saturday, unclear since when, our coverage starts on 2022-11-25",,https://www.mobilize.us/ourrevolution/event/404777/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Concord,NH,Capitol Plaza,Freedom Rally,,,,We the People NH,,"for freedom, for patriotism",2,rally,,,,,,,,,,every Saturday,,https://www.instagram.com/p/CbPwyVVOqES/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Concord,NH,New Hampshire Statehouse,Kingdom to the Capitol - Concord,,,,Let Us Worship; Turning Point USA Faith,,for Christian nationalism,2,rally,,revival rally,,,,,,,,feat. Sean Feucht,,https://www.seanfeucht.com/events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Cortland,NY,Courthouse Park,Cortland Community Pride Festival,hundreds,200,200,Cortland LGBTQ Center,elected officials,for LGBTQ+ pride,1,rally,,festival,,,,,,,20230715-cortland-pride,1st annual,,"https://www.cortlandstandard.com/stories/pride-festival-brings-hundreds-to-see-cookie-monster,54771",https://spectrumlocalnews.com/nys/central-ny/news/2023/06/19/cortland-prepares-for-its-first-community-pride-festival,https://www.facebook.com/CortlandLGBTQ/,https://www.instagram.com/p/Cuj8iwctXaK/?img_index=1,https://cortlandvoice.com/2023/07/17/inaugural-pride-festival-held-in-cortland/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Cortland,NY,Courthouse Park,,,,,,,against LGBTQ+ pride festival,2,counter-protest,,,,,,,,,20230715-cortland-pride,,,"https://www.cortlandstandard.com/stories/pride-festival-brings-hundreds-to-see-cookie-monster,54771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Coupeville,WA,N Main St and WA-20,Rally for Roe in Coupeville,,,,POWER; Indivisible Whidbey,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,https://www.mobilize.us/indivisible-whidby/event/493798/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Davenport,IA,LeClaire Park; Davenport City Hall,Quad Cities Movement March,few dozen; about 50,36,50,Positive Brothers United,family members; friends; activists,"for accountability for deaths of three residents of collapsed apartment building, for resignations of mayor and city council members, American flag, no justice no peace!, change through love, Davenport their blood is on your hands, rest in peace, we need answers #QCStrong, Black American flag",0,march; rally,,prayer,,,,,,,,,,https://www.youtube.com/watch?v=MX2SQKGdxL4,https://www.ourquadcities.com/news/local-news/protest-march-set-for-downtown-davenport/,https://www.kwqc.com/2023/07/16/qc-movement-march/,https://qctimes.com/news/local/government-politics/family-friends-organizers-march-to-davenport-city-hall-in-wake-of-building-collapse/article_0d597447-5c4e-5c1d-b8ae-1e3ca22db47f.html,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Davie,FL,Griffin Rd and University Dr,,,,,,,"in support of Donald Trump, for patriotism",2,demonstration,,,,,,,,,,"every Saturday since unspecified date in 2020, picking October 3 as start point",,https://www.sun-sentinel.com/local/broward/davie/fl-ne-trump-supporter-gathering-davie-20230401-ehftmnd76fgvhn4262pzmyagim-story.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Denver,CO,"The Drip Cafe, 869 Santa Fe Dr",,,,,Denver Communists,,"against homophobia by parent company of The Drip Cafe coffee shop, against Recycled God's Love",1,demonstration,called to scene,verbally confronted police,,,,,,,,,,https://www.instagram.com/p/CuvjIR_sN7y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Detroit,MI,16435 E Eight Mile Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Dover,NH,Central Ave and Indian Brook Drive,Freedom Rally,,,,,,"against coronavirus mask and vaccination mandates, for freedom, for medical choice",2,rally,,,,,,,,,,every Saturday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Eugene,OR,Eugene Public Library,,,,,,,for peace,0,protest,,,,,,,,,,every Saturday since 2002,,https://www.dailyemerald.com/ethos/protesting-for-peace/article_da6a07f2-e623-11ec-9d9c-2fb81f576a1e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Fayetteville,NC,110 Cude St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Fenwick Island,DE,Fenwick Island Town Hall,Hands Across Our Beaches,about two dozen,24,24,,,"against offshore wind farms near Atlantic Ocean beaches, against industrialization of the ocean, no to giant turbines, protect our ocean environment, American flag",0,demonstration,,,,,,,,,,,,https://www.coastalpoint.com/lifestyle/pointpics/wind-farm-opponents-protest-in-fenwick/image_d9a84b80-2727-11ee-8fbc-3f89f20b0a24.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Fort Collins,CO,Civic Center Park,NoCo Pride in the Park,,,,Northern Colorado Equality,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://www.coloradoan.com/story/life/2023/07/10/what-to-know-ahead-of-the-noco-pride-festival-in-old-town-fort-collins/70399759007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Fort Pierre,SD,Drifters Bar & Grille,,,,,Pierre Area Center for Equality,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://www.pierreareaequality.com/pierre-area-pride-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Gorham,NH,Railroad St,Freedom Flag Convoy - Coos County,,,,We the People NH,,"for freedom, for patriotism, for The Resolve Initiative",2,caravan,,,,,,,,,,every Saturday starting 6/4/22,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Greenfield,MA,Greenfield Common,,,,,,,for peace,0,vigil,,,,,,,,,,every Saturday since September 2002,,https://www.recorder.com/Roughly-30-convene-for-vigil-recognizing-77th-anniversary-of-Hiroshima-Nagasaki-bombings-47507635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Greensboro,NC,2401 Randleman Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Harrisonburg,VA,Love Park,,,,,Shenandoah Valley Antiwar Coalition,,"for peace in Ukraine, against war",0,vigil,,,,,,,,,,every Saturday during war,,https://www.whsv.com/2022/03/20/peace-vigil-ukraine-continues-harrisonburg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Huntersville,NC,,,count pic,2,3,Patriot Front,,"for white supremacy, for patriotism, America is not for sale",2,banner drop,,,,,,,,,,"no date specified, so dating to day before post",,https://t.me/PatriotFrontUpdates/15981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Ithaca,NY,S Meadow St and Clinton St,,,,,Catholic Worker Movement,,"against war, for peace",0,vigil,,,,,,,,,,every Saturday since 2001-2003,,https://ithacavoice.com/2023/01/ithaca-catholic-workers-celebrate-20th-anniversary-of-saturday-peace-vigils/,https://catholicworker.org/about-the-catholic-worker-movement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Jacksonville,FL,Moncreiff Blvd,,count pic,12,14,Northside Coalition of Jacksonville; Metro Gardens Neighborhood Association,,"against planned liquor store in Metro Gardens neighborhood, against white supremacy, truth: consolidation preserved white supremacy in Jax, boycott liquor store",1,protest,,megaphone,,,,,,,,,,https://www.actionnewsjax.com/news/local/drive-by-near-moncrieff-protest-raising-concerns/56fbe7df-2f8d-4f99-a1bc-3d3bd23fc784/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Knoxville,TN,Market Square,,over 50,50,50,East Tennessee Retired Teachers Association; PSL,parents,"against state law requiring students who fail to score passing mark on TCAP test to take remedial action or repeat third grade, your children's schools are not for sale, education is a need not charter greed, our children are more than a test, retention decisions should be made by parents and teachers, repeal 3rd grade retention, fund our schools, support our students, privatized education is education for the rich, What do we want?! Funding! When do we want it?! Now!, did you know? / Tennessee ranks 44th our of 51 states in per student funding / fund our schools / support our students / defend public education, the future is in our classrooms / #redfored",0,protest,,,,,,,,,,,,https://www.wbir.com/video/news/education/knox-co-parents-rally-against-third-grade-retention-law/51-6538f2b8-f0c4-4542-9710-56aeb6f5a36d,https://www.wate.com/news/education-schools/east-tn-parents-protest-3rd-grade-retention-law/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Lancaster,PA,31 Caroline St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,"every 2nd, 3rd, and (if relevant) 5th Saturday of the month from Feb 11 to Nov 11 2023",,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Langley,WA,Cascade Ave,,,,,,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Latham,NY,Route 7,,dozens,24,24,Teamsters Local 294; Industrial Workers of the World,workers; elected officials,"for higher pay and safer working conditions for UPS workers, UPS Teamsters: just practicing for a just contract, take down big brown!, united for a strong contract",0,demonstration,,megaphone,,,,,,,,,,https://cbs6albany.com/news/local/capital-region-ups-workers-rally-for-higher-wages-threatening-nationwide-strike-as-contracts-near-expirationnew-york-parttime-wages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Los Angeles,CA,"Consulate General of Israel, 11766 Wilshire Blvd",,count pic,30,35,Palestinian Youth Movement,,"for the immediate release of Walid Daqqah, for releasing all Palestinian political prisoners held by Israel, Palestine flag, stop killing Palestinian political prisoners, no US $ 4 Israel, resistance, free Walid Daqqa, Palestinians should be free",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/Cu7ijPkAiFW/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Los Angeles,CA,Leimert Park,People's Justice Festival,"more than 5,000",5000,5000,Black Lives Matter Grassroots,,in celebration of 10th anniversary of Black Lives Matter,1,rally,,,,,,,,,,"feat. Chuck D, Cornel West, and Sybrina Fulton (Trayvon Martin's mom)",,https://twitter.com/GrassrootsBlack/status/1672280974342737923,https://www.culturehoney.com/black-lives-matter-the-peopless-justice-festival-blm-celebrates-its-tenth-anniversary/?fbclid=IwAR0IBNqFEYyPorj5Qmui991nYTyRm0FFZmyswn-Nt79d-lexNRpokUoaRkE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Los Angeles,CA,Michelle and Barack Obama Sports Complex,2023 South LA Pride Festival,hundreds,200,200,South LA Pride; Sisters of Perpetual Indulgence; Community Coalition; The LGBT Center; Gilead,elected officials,"for LGBTQ+ pride, for intersectionality",1,rally,,,,,,,,,,5th annual,,https://www.losangelesblade.com/2023/07/10/durand-bernarr-will-headline-the-5th-annual-south-la-pride/,https://www.losangelesblade.com/2023/07/17/south-los-angeles-came-out-for-pride/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Luxemburg,WI,Keewaunee County Fair,,count video,16,16,White Lives Matter Wisconsin; White Lives Matter Illinois,,"for white supremacy, An Appeal to Heaven flag",2,march; demonstration,,wore matching outfits; most wore skull masks over faces; marched in formation,,,,,,,,feat. Christopher Wood,,https://t.me/WhiteLivesMatterOfficial/8803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Marina del Rey,CA,Cedars-Sinai Marina del Rey Hospital,,,,,Action for Care and Equity,,"for COVID mask mandate in healthcare settings, masks in hospitals save lives / give care not COVID, keep masks in healthcare, masks in hospitals save lives",0,demonstration,,,,,,,,,,,,https://twitter.com/joaquinlife/status/1680409690478624769,https://twitter.com/joaquinlife/status/1680345336752275456,https://twitter.com/theacecoalition/status/1679333561005129730,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Mason City,IA,Central Park,"Mason City, IA LGBTQ+ Pride Festival",,,,Northern Iowa Mutual Aid,LGBTQ+ people; allies,"for LGBTQ+ pride, protect trans kids, trans rights are human rights, Progress Pride flag, no place for hate!",1,rally,,chanted at counter-protester,,,,,,,20230715-masoncity-pride,,,https://globegazette.com/news/local/mason-city-pride-2023/article_744d0c36-0f07-11ee-9f80-b7bbb5588b74.html,https://www.kaaltv.com/news/mason-city-hosts-annual-pride-event/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Mason City,IA,Central Park,,a,1,1,,man,against drag show at LGBTQ+ pride festival,2,counter-protest,,disrupted drag show at pride festival by walking onto stage and disconnecting speakers,,,,,,,20230715-masoncity-pride,,,https://globegazette.com/news/mc-lgbt/video_8fd0f476-24e3-11ee-a146-2b8b29bdc3db.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Memphis,TN,Charles E. Powell Community Center,Guns Down Don't Shoot March,count video,200,300,Freedom From Unnecessary Negatives; 901 BLOC Squad; Moms Demand Action,elected officials,"against gun violence, see it tell it / help stop the use of illegal guns / stop the killing, education is the key / stop the killing",0,march; rally,participated in event; horseback; entire new recruiting class walked in march,marched in street,,,,,,,,,,https://www.actionnews5.com/video/2023/07/16/local-leaders-law-enforcement-come-together-gun-violence-march/,https://www.actionnews5.com/2023/07/16/local-leaders-law-enforcement-come-together-gun-violence-march/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Milwaukee,WI,,Stand for Peace,,,,Peace Action WI,,"for peace, against war and injustice",0,demonstration,,,,,,,,,,every Saturday since early 2000s,,https://www.peaceactionwi.org/stand_for_peace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Modesto,CA,1601 Celeste Dr,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Monterey,CA,Custom House Plaza,Out and Proud Celebration and Parade,,,,Monterey Peninsula Pride,,for LGBTQ+ pride,1,march; rally,,parade; festival,,,,,,,,,,https://calendar.montereycountyweekly.com/lists/787/3132029,https://www.montereypeninsulapride.org/,https://www.instagram.com/p/CrgWqVxNneX/,https://www.ksbw.com/article/monterey-pride-weekend-of-events-planned/44547473,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Montgomery,AL,"The First White House of the Confederacy, 644 Washington Ave; Southern Poverty Law Center",,couple dozen,24,24,Southern Sons Active Club; Alabama Active Club; White Lives Matter Alabama; Vinland Rebels; Tennessee Active Club; Heart of Dixie Active Club,,"for white supremacy, for antisemitism, against the Southern Poverty Law Center, Black Rock controls the economy [Star of David], every day whites are killled by non-whites and media is silent, Confederate flag, who owns the media? [Star of David], AIPAC lobby controls the government, SPLC spreading pedophelia loxism communism",2,demonstration,,megaphone; some wore face coverings; white power hand gestures,,,,,,,,,,https://t.me/WhiteLivesMatterOfficial/8804,https://t.me/WhiteLivesMatterOfficial/8806,https://www.montgomeryindependent.com/news/hate-group-protests-in-montgomery-saturday/image_053435d0-234e-11ee-9b74-b3623e202e99.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,New Hyde Park,NY,"Teamsters Local 282 Union Hall, 2500 Marcus Ave",UPS Teamsters Rally,,,,Teamsters Local 282,workers; elected officials,"for higher pay and safer working conditions for UPS workers, UPS Teamsters: just practicing for a just contract",0,rally,,,,,,,,,,feat. Alexandria Ocasio-Cortez and Teamsters president Sean O'Brien,,https://twitter.com/Teamsters/status/1679490850991276032,https://www.cbsnews.com/newyork/news/ups-possible-strike-teamsters-union-new-hyde-park-long-island/,https://www.wsws.org/en/articles/2023/07/18/team-j18.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,New York,NY,"59 Cooper Square, Manhattan",40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,New York,NY,"Corona Plaza, Queens",TransLatinx March,count video,300,400,Make the Road NY; TransLatinx; Caribbean Equality Project,,"for justice for transgender Latinx people, for fair employment for transgender people, against anti-trans and anti-queer violence, for decriminalizing sex work, Trans Pride flag, Mexico flag, sex work is work, insistir resistir y nunca desistir, an injustice to me is a threat to society, por mas empleos menos discriminacion menos estigma, Rainbow Pride flag",1,march; rally,on scene; escorted march in vehicles,marched in street,,,,,,,,12th annual,,https://gaycitynews.com/12th-annual-translatinx-march-slated-july-15/,https://twitter.com/MaketheRoadNY/status/1680358056050188289,https://twitter.com/ALChildress_/status/1680355590231433217,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,New York,NY,"Museum of Chinese in America, 215 Centre St",March Against Displacement and Racist Violence,,,,Youth Against Displacement,,"in solidarity with workers at Jing Fong restaurant, against gentrification and displacement from Chinatown, against racism",1,picket,,,,,,,,,,every Thursday thru Sunday,,https://docs.google.com/forms/d/e/1FAIpQLSexLtzOKkZaCS9V-BiKJUeXEUQu0rGczFqAhrC5rBSOW-Qe6w/viewform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,North Charleston,SC,Pepperhill Park Sports Complex,Stop Gun Violence Car and Bike Rally,,,,Generations for America Foundation; North Charleston Stop the Violence,elected officials; community members; youth,"against gun violence, American flag",0,rally,,,,,,,,,,,,https://abcnews4.com/news/local/stop-gun-violence-car-and-bike-rally-will-be-held-at-ball-park-where-shooting-occurred-generations-for-america-foundation-nonprofit-north-charleston-pepperhill-brandywine-road-wciv,https://www.live5news.com/video/2023/07/16/video-stop-gun-violence-rally-calls-awareness-after-pepperhill-park-shooting/,https://abcnews4.com/news/local/11-year-old-shines-in-stop-gun-violence-car-and-bike-rally-pushing-for-change-wciv-north-charleston-news-loacl-gun-violence-activism,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Oak Harbor,WA,SW Beeksma Dr and SE Pioneer Way,,,,,,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Ocean City,NJ,14th Street Beach,Hands Across the Beaches,hundreds,200,200,Protect Our Coast NJ; Guardians of the East Coast; Save the East Coast,elected officials,"against offshore wind farms near New Jersey beaches, against industrialization of the ocean, American flag, save Ocean City, don't touch our ocean, protect our coast / stop the industrialization of our oceans, bad news for Orsted / Sweden first country to dump wind, killer turbines!, stop the windmills!, save our coast",0,protest,,human chain; bullhorn; orca costume,,,,,,,,,,https://ocnjdaily.com/offshore-wind-farm-protest-planned-beaches/,https://ocnjdaily.com/protesters-link-hands-beach-denounce-offshore-wind-farms/,https://pressofatlanticcity.com/news/wind-farm-protest/video_b48ae623-09a1-51a6-812e-a34865fea939.html,https://pressofatlanticcity.com/news/local/protesters-along-the-jersey-shore-join-hands-against-offshore-wind/article_89d5c9e8-2330-11ee-b4e4-1f46405e8bda.html,https://www.washingtonpost.com/climate-environment/2023/08/08/offshore-wind-energy-east-coast/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Olympia,WA,402 Legion Way SE,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Omaha,NE,CHI Health Center,Heartland Pride Parade and Festival,,,,Heartland Pride; Parasol Patrol; Don't Legislate Hate PAC,elected officials,"for LGBTQ+ pride, against anti-trans state legislation, Rainbow Pride flag, Progress Pride flag, Trans Pride flag",1,march; rally,,parade; festival,,,,,,,,,,https://heartlandpride.org/heartland-pride-2023/,https://www.ketv.com/article/they-should-not-be-fearful-living-their-lifestyle-blue-cross-blue-shield-hosts-tie-dying-event/44482463#,https://www.instagram.com/p/CunFaHbPte4/,https://omaha.com/video/news/sights-and-sounds-from-the-2023-heartland-pride-parade/video_9afccb1c-2dab-5eb3-9f87-dd9cf7586b89.html,https://www.ketv.com/article/2023-heartland-pride-parade-takes-over-omahas-capitol-district/44550817,https://www.1011now.com/2023/07/15/nebraska-senators-look-next-legislative-session-2023-heartland-pride-parade/,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Ontario,OR,"Planned Parenthood - Ontario Health Center, 640 SW 4th Ave",40 Week Journey of Hope,,,,Love Life; Stanton Health Care,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,https://www.argusobserver.com/news/organizers-stage-rally-on-1-year-anniversary-of-roe-v-wade-being-overturned/article_422811c4-111e-11ee-9fd5-6b95c6363757.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Peoria,IL,Peoria Riverfront,River City PrideFest 2023,,,,Peoria Proud,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://www.pjstar.com/story/news/2023/07/13/lgbtq-pride-weekend-2023-peoria-il-river-city-pride-festival-peoria-chiefs-par-a-dice-casino-brunch/70409085007/,https://peoriaproud.org/event/river-city-pridefest/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Plantation,FL,20 NW 46th Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Plymouth,NH,"McDonald's, 11 Ridge View Ln",Flag Wave,,,,,,for patriotism,2,demonstration,,,,,,,,,,every Saturday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Pomona,CA,217 E McKinley Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Pontiac,MI,Cherry Lawn Park,Boots on the Ground - Stop the Gun Violence,,,,Pontiac Universal Crimes,,against gun violence,0,rally; march,,,,,,,,,,8th annual,,https://www.theoaklandpress.com/2023/07/12/enjoy-free-food-and-entertainment-support-anti-violence-at-this-saturdays-rally-and-march-in-pontiac/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Portland,OR,North Park Blocks,Trans Pride March,,,,Greater Portland Trans Unity; Sisters of the Road,,"for trans pride, Trans Pride flag, Nonbinary Pride flag, trans rights are human rights!, Progress Pride flag",1,march,,,,,,,,,,,,https://www.pridenw.org/official-pride-events/trans-pride-march,https://www.pridenw.org/transunity,https://twitter.com/sisterspdx/status/1680354270120656896,https://twitter.com/TheRealCoryElia/status/1680381717226586112,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Portland,OR,SW Naito Pkwy and Oak St,Portland Dyke March,,,,Portland Dyke March,,"for dyke pride, in celebration of queerness",1,march,,,,,,,,,,,,https://www.pridenw.org/official-pride-events/dyke-march,https://www.instagram.com/p/CuTqhLwu4DN/?hl=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Portland,OR,Tom McCall Waterfront Park,Portland Pride Waterfront Festival,thousands; tens of thousands,2000,20000,Portland Pride,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://portlandpride.org/,https://www.kptv.com/2023/07/11/pride-week-events-portland/,https://twitter.com/TheRealCoryElia/status/1680381252661284864,https://www.koin.com/pride/photos-saturday-marks-start-of-portland-pride-waterfront-festival/,https://www.workers.org/2023/07/72464/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Provincetown,MA,Bradford St and Province Lands Rd,Protest to Save Our Shacks,,,,,,against eviction of Salvator Del Deo and other longtime residents of dune shacks by National Park Service,0,demonstration,,sit-in,,,,,,,,,,https://www.capecod.com/newscenter/local-news/sit-in-protest-this-saturday-in-support-of-evicted-artist-del-deo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Raleigh,NC,3501 Horton St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Rhinelander,WI,Nicolet College,Northwoods Pride Festival,,,,Rainbow Hodags,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://www.wxpr.org/community/2023-07-06/northwoods-pride-festival-to-focus-on-educating-the-community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Riverside,CA,6927 Magnolia Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Roanoke,VA,2216 Peters Creek Rd NW,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Rochester,NY,Cobbs Hill Park,2023 ROC Pride Parade and Festival,,,,ROC Pride; Grupo Cultural Latinos en Rochester; Rainbow Seniors ROC,,"for LGBTQ+ pride, you can't ban queer joy, Rainbow Pride flag, todos somos familia, Bisexual Pride flag, we will not go back, trans rights are human rights, live vibrantly at every age, LGBTQ+ equality",1,march; rally,,,,,,,,,,,,https://www.rochesterfirst.com/community/events/pride-the-celebrations-continue-in-rochester/,https://pinkuk.com/events/north-america/usa/new-york/rochester/roc-pride-2023,https://www.democratandchronicle.com/story/lifestyle/2023/07/15/rochester-pride-parade-2023-joy-and-celebration-on-and-around-park-ave/70410554007/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Rockaway,NJ,Franklin Ave and E Main St,Freedom Rally,,,,,,"for medical freedom, for patriotism",2,rally,,,,,,,,,,"every Saturday except holidays; unclear when it started, we picked it up on 2023-02-11",,https://t.me/USARALLYBOARD/12934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
